Review,Language,Sentiment,KeyPhrases,Entities,LinkedEntities
"Worth the price, no hybrid slim slot very good point, front camera is poor only 5mp and the handset is too heavy in weight. Handy phone small size full screen.",English,mixed,"['Handy phone small size full screen', 'hybrid slim slot', 'front camera', 'price', 'point', 'handset', 'weight']","[('front camera', 'Product'), ('5mp', 'Quantity'), ('handset', 'Product'), ('Handy phone', 'Product')]","[('Worth (magazine)', 'https://en.wikipedia.org/wiki/Worth_(magazine)'), ('Handy (song)', 'https://en.wikipedia.org/wiki/Handy_(song)')]"
"Worst phone from MI and Amazon
Touch was not good and didnot working as expected
Without touching the screen click is happening and unnecessary apps are opening",English,negative,"['Worst phone', 'screen click', 'unnecessary apps', 'MI', 'Amazon', 'Touch']","[('phone', 'Product'), ('MI', 'Location'), ('Amazon', 'Organization'), ('screen', 'Product')]","[('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)'), ('Touch (TV series)', 'https://en.wikipedia.org/wiki/Touch_(TV_series)')]"
Both Camera quality is bed.its price is too high and quality are lowest.,English,negative,"['Camera quality', 'Both', 'bed', 'price']","[('Camera', 'Product')]","[('Camera', 'https://en.wikipedia.org/wiki/Camera')]"
I have purchsed this item and two jio sim are not working togeher. But in specification it is given that it supports dual 4g sim. What is this? Please dove my problem.,English,negative,"['two jio sim', '4g sim', 'item', 'specification', 'dual', 'problem']","[('two', 'Quantity'), ('jio sim', 'Product'), ('dual 4g sim', 'Product')]",[]
This product is very nice and battery life and notch display is very awesome,English,positive,"['battery life', 'notch display', 'product']","[('display', 'Product')]",[]
It's very fantastic awesome mobile and nice sound quality. Awesome camera. Nice battery life. Awesome look but I think it's small size.,English,positive,"['nice sound quality', 'Nice battery life', 'fantastic awesome mobile', 'Awesome camera', 'Awesome look', 'small size']","[('mobile', 'Skill'), ('camera', 'Product')]","[('National Institute for Health and Care Excellence', 'https://en.wikipedia.org/wiki/National_Institute_for_Health_and_Care_Excellence')]"
"Battery life is awesome including display is too good, fast charging makes it extremely well. Good value for money.",English,positive,"['Battery life', 'fast charging', 'Good value', 'display', 'money']","[('Battery', 'Product'), ('display', 'Product')]","[('Good Value', 'https://en.wikipedia.org/wiki/Good_Value')]"
"Good phone but not value for money, Prefer Redmi note 5 over this but was not in stock since last 2 months",English,positive,"['Prefer Redmi note', 'Good phone', 'last 2 months', 'value', 'money', 'stock']","[('phone', 'Product'), ('Redmi note 5', 'Product'), ('since last 2 months', 'DateTime')]","[('Redmi Note 5', 'https://en.wikipedia.org/wiki/Redmi_Note_5')]"
Works pretty good for a budget phone. Battery life is amazing but camera is a let down. Finger print is very fast.,English,positive,"['budget phone', 'Battery life', 'Finger print', 'camera']","[('phone', 'Product'), ('camera', 'Product'), ('Finger print', 'Product')]","[('Fingerprint', 'https://en.wikipedia.org/wiki/Fingerprint')]"
Charger not received in the box,English,negative,"['Charger', 'box']","[('Charger', 'Product')]",[]
Width is little less. Still good phone. Face unlock and finger print unlocks are awasome,English,positive,"['finger print unlocks', 'good phone', 'Face unlock', 'Width']","[('phone', 'Product'), ('Face unlock', 'Skill'), ('finger print', 'Product')]","[('Length', 'https://en.wikipedia.org/wiki/Length')]"
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Redmi is always good for me and Redmi 6 pro performance is very good and good Bettry backup,English,positive,"['good Bettry backup', 'Redmi 6 pro performance']","[('Redmi', 'Product'), ('Redmi 6 pro', 'Product')]","[('Redmi', 'https://en.wikipedia.org/wiki/Redmi')]"
"Midrange phone with a notch...and brand like MI...
Aur kya chahiye",English,neutral,"['Aur kya chahiye', 'Midrange phone', 'notch', 'brand']","[('Midrange', 'Product'), ('phone', 'Product'), ('MI', 'Location')]","[('Mi (cuneiform)', 'https://en.wikipedia.org/wiki/Mi_(cuneiform)')]"
disapointing,English,negative,['disapointing'],[],[]
Worst phone,English,negative,['Worst phone'],"[('phone', 'Product')]",[]
Powerful device I love mi ...thnax Amazon for quick delivery,English,positive,"['Powerful device', 'thnax Amazon', 'quick delivery']","[('device', 'Product'), ('Amazon', 'Organization'), ('delivery', 'Skill')]","[('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
Ok,English,neutral,[],[],"[('OK', 'https://en.wikipedia.org/wiki/OK')]"
Top class device... No words!!!,English,mixed,"['Top class device', 'words']",[],"[('Top Class', 'https://en.wikipedia.org/wiki/Top_Class')]"
Mobile is good also service of Amazon is better than other like paytm.,English,positive,"['Mobile', 'good', 'service', 'Amazon', 'paytm']","[('Amazon', 'Organization'), ('paytm', 'Organization')]","[('Mobile app', 'https://en.wikipedia.org/wiki/Mobile_app'), ('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
"I love amezon
Good packing
Good product
Camera battry good",English,positive,"['Good product Camera battry', 'Good packing', 'amezon']","[('amezon', 'Product'), ('packing', 'Skill'), ('product', 'Product'), ('Camera battry', 'Skill')]","[('Camera', 'https://en.wikipedia.org/wiki/Camera')]"
Sup up model in MI thank u .. low price best features available,English,positive,"['low price best features', 'Sup', 'model', 'MI']","[('model', 'PersonType'), ('MI', 'Location')]","[('Mii', 'https://en.wikipedia.org/wiki/Mii')]"
One of the best..... In the price range,English,positive,['price range'],"[('One', 'Quantity')]","[('India', 'https://en.wikipedia.org/wiki/India')]"
"Phone is good Quality Dual Camera is Very Best
Full display show good dimensions",English,positive,"['good Quality Dual Camera', 'good dimensions', 'Full display', 'Phone']","[('Phone', 'Product'), ('Dual Camera', 'Product'), ('display', 'Product')]","[('Smartphone', 'https://en.wikipedia.org/wiki/Smartphone'), ('Quality (business)', 'https://en.wikipedia.org/wiki/Quality_(business)'), ('Stereo camera', 'https://en.wikipedia.org/wiki/Stereo_camera')]"
One of the best of my purchases,English,positive,['purchases'],"[('One', 'Quantity')]",[]
"Nice look with notch display, but sound is little bit low..",English,negative,"['Nice look', 'notch display', 'sound']","[('notch display', 'Product')]",[]
Good phone,English,positive,['Good phone'],"[('phone', 'Product')]",[]
"Sound quality is not so good
Either way the mobile best in its segment",English,negative,"['Sound quality', 'segment']","[('mobile', 'Skill')]","[('Sound quality', 'https://en.wikipedia.org/wiki/Sound_quality')]"
Display is best.,English,positive,['Display'],"[('Display', 'Product')]","[('Display device', 'https://en.wikipedia.org/wiki/Display_device')]"
Sometimes automatically speaker on and little hanging problem camera battery good.,English,negative,['little hanging problem camera'],"[('speaker', 'Product'), ('camera battery', 'Product')]",[]
"Picture perfect camera
Great sound
Good battery life
Value for money",English,positive,"['Picture perfect camera', 'Good battery life', 'Great sound', 'Value', 'money']","[('camera', 'Product')]","[('Great Sound', 'https://en.wikipedia.org/wiki/Great_Sound'), ('Value for Money', 'https://en.wikipedia.org/wiki/Value_for_Money')]"
"Best phone with notch Display ,Battery Backup, Quality Rear Camera.Value for Money.",English,positive,"['Quality Rear Camera', 'Best phone', 'notch Display', 'Battery Backup', 'Value', 'Money']","[('phone', 'Product'), ('Battery Backup', 'Skill'), ('Rear Camera', 'Product')]","[('Computer monitor', 'https://en.wikipedia.org/wiki/Computer_monitor'), ('Uninterruptible power supply', 'https://en.wikipedia.org/wiki/Uninterruptible_power_supply'), ('Quality (business)', 'https://en.wikipedia.org/wiki/Quality_(business)'), ('Value for Money', 'https://en.wikipedia.org/wiki/Value_for_Money')]"
Fabulous products by fabulous xiomi,English,positive,"['Fabulous products', 'fabulous xiomi']","[('xiomi', 'Organization')]",[]
this mobile awesome.... i loved it best battery life and performance...,English,positive,"['best battery life', 'performance']","[('mobile', 'Product')]",[]
Best to buy...i love it??,English,positive,[],[],[]
"Battery is good
Phone is good
Camera is good
Praformens is good",English,positive,"['Battery', 'Phone', 'Camera', 'Praformens']","[('Battery', 'Product'), ('Phone', 'Product'), ('Camera', 'Product'), ('Praformens', 'Organization')]","[('Artillery battery', 'https://en.wikipedia.org/wiki/Artillery_battery'), ('Telephone', 'https://en.wikipedia.org/wiki/Telephone'), ('Camera', 'https://en.wikipedia.org/wiki/Camera')]"
"Very happy with this mobile
Fast delivery got my parcel in just 22 hours",English,positive,"['Fast delivery', 'mobile', 'parcel', '22 hours']","[('mobile', 'Product'), ('delivery', 'Skill'), ('parcel', 'Product'), ('22 hours', 'DateTime')]","[('Fasting', 'https://en.wikipedia.org/wiki/Fasting')]"
No change in camera quality. Other functions super se v uper... ????????????,English,neutral,"['Other functions super', 'camera quality', 'change']","[('camera', 'Product')]",[]
Awesome phone....all features available....m super happy with phone,English,positive,"['Awesome phone', 'features']","[('phone', 'Product'), ('phone', 'Product')]",[]
Sound and battery life good,English,positive,"['battery life', 'Sound']","[('battery', 'Product')]","[('Sound film', 'https://en.wikipedia.org/wiki/Sound_film')]"
"Very very nice and budget smartphone good xiaomi

Thanks Amazon",English,positive,"['budget smartphone', 'xiaomi', 'Amazon']","[('smartphone', 'Product'), ('xiaomi', 'Organization'), ('Amazon', 'Organization')]","[('Prime Video', 'https://en.wikipedia.org/wiki/Prime_Video')]"
Good mobile.. battery backup good,English,positive,['battery backup good'],"[('mobile', 'Skill'), ('battery', 'Product'), ('backup', 'Skill')]",[]
Sound qulity not dolby and processor performance not ok.,English,negative,"['Sound qulity', 'processor performance', 'dolby']","[('processor', 'Skill')]","[('Sound', 'https://en.wikipedia.org/wiki/Sound')]"
Looking wise sexy but camera quality is not worth over all good,English,negative,['camera quality'],"[('camera', 'Product')]",[]
This is the best phone mi phone,English,positive,['best phone mi phone'],"[('phone', 'Product'), ('mi', 'Location'), ('phone', 'Product')]",[]
"This cellphone is good & economical , more features available",English,positive,"['cellphone', 'features']","[('cellphone', 'Product')]",[]
"This cellphone is good & economical , more features available",English,positive,"['cellphone', 'features']","[('cellphone', 'Product')]",[]
One of best mobile compare to nokia 6 1 plus,English,positive,"['best mobile', 'nokia']","[('One', 'Quantity'), ('mobile', 'Skill'), ('nokia 6', 'Product'), ('1', 'Quantity')]",[]
Display Quality and battery backup is good,English,positive,"['Display Quality', 'battery backup']","[('battery backup', 'Product')]","[('Display device', 'https://en.wikipedia.org/wiki/Display_device'), ('Quality (business)', 'https://en.wikipedia.org/wiki/Quality_(business)')]"
I'm fan MI but No dual volte.. waste of money..,English,negative,"['fan', 'dual', 'waste', 'money']","[('fan', 'PersonType'), ('MI', 'Location')]","[('Mi (cuneiform)', 'https://en.wikipedia.org/wiki/Mi_(cuneiform)')]"
"This product is very good, battery backup is very good,",English,positive,"['battery backup', 'product']","[('battery backup', 'Skill')]",[]
In this budget phone is good and Sound quality is also awesome,English,positive,"['budget phone', 'Sound quality']","[('phone', 'Product')]","[('Sound quality', 'https://en.wikipedia.org/wiki/Sound_quality')]"
I use this phone and I like all quality,English,positive,"['phone', 'quality']","[('phone', 'Product')]",[]
Best notch light weight phon.,English,positive,['Best notch light weight phon'],"[('light weight phon', 'Product')]",[]
"Nice product and durability also good..
Best for camera's",English,positive,"['Nice product', 'durability', 'camera']","[('product', 'Product'), (""camera's"", 'Product')]",[]
The Product is Bulky would have bring the weight down,English,neutral,"['Product', 'weight']","[('Product', 'Product')]","[('The Product', 'https://en.wikipedia.org/wiki/The_Product')]"
Camera is good,English,positive,['Camera'],"[('Camera', 'Product')]","[('Camera', 'https://en.wikipedia.org/wiki/Camera')]"
Good mm??????,English,positive,['Good mm'],[],[]
I didn't get 500/- discount . Buy through HDFC bank,English,negative,"['500/- discount', 'HDFC bank']","[('500/-', 'Quantity'), ('HDFC', 'Organization')]",[]
Better phone,English,positive,['Better phone'],"[('phone', 'Product')]",[]
Good,English,positive,['Good'],[],[]
Good,English,positive,['Good'],[],[]
Good,English,positive,['Good'],[],[]
Good phone,English,positive,['Good phone'],"[('phone', 'Product')]",[]
Front camera low hai cost jyada hair 9999 take think tha,English,neutral,['Front camera low hai cost jyada hair 9999'],"[('Front camera', 'Product'), ('9999', 'Quantity')]","[('Front organization', 'https://en.wikipedia.org/wiki/Front_organization')]"
Overall the product build and handling quality is good.,English,positive,"['product build', 'handling quality']","[('product', 'Product')]",[]
Wonderful phone.....,English,positive,['Wonderful phone'],"[('phone', 'Product')]",[]
Low pictures clarity,English,negative,['Low pictures clarity'],[],"[('Low-pressure area', 'https://en.wikipedia.org/wiki/Low-pressure_area')]"
Hello,English,neutral,['Hello'],[],[]
Good quality,English,positive,['Good quality'],[],[]
Fast delivery great,English,positive,['Fast delivery great'],"[('delivery', 'Skill')]","[('Pace bowling', 'https://en.wikipedia.org/wiki/Pace_bowling')]"
This phone is simply awesome in this price range??,English,positive,"['price range', 'phone']","[('phone', 'Product')]",[]
Good,English,positive,['Good'],[],[]
One of the best phone under 12k.,English,positive,"['best phone', '12k']","[('One', 'Quantity'), ('phone', 'Product'), ('12k', 'Quantity')]",[]
Nice mobile in this price range,English,positive,"['Nice mobile', 'price range']","[('mobile', 'Product')]","[('National Institute for Health and Care Excellence', 'https://en.wikipedia.org/wiki/National_Institute_for_Health_and_Care_Excellence')]"
Awesome product,English,positive,['Awesome product'],"[('product', 'Product')]",[]
Average,English,neutral,['Average'],[],"[('Arithmetic mean', 'https://en.wikipedia.org/wiki/Arithmetic_mean')]"
Excellent mobile good display quality,English,positive,['Excellent mobile good display quality'],"[('mobile', 'Skill')]",[]
Out of 2 only 1 speaker is working from day 1,English,neutral,"['1 speaker', 'day']","[('2', 'Quantity'), ('1', 'Quantity'), ('speaker', 'PersonType'), ('day', 'DateTime'), ('1', 'Quantity')]",[]
"Value for money...
Dislike late delivery",English,mixed,"['late delivery', 'Value', 'money']","[('delivery', 'Event')]","[('Value for Money', 'https://en.wikipedia.org/wiki/Value_for_Money'), ('Dislike', 'https://en.wikipedia.org/wiki/Dislike')]"
Bad facility for replacement,English,negative,"['Bad facility', 'replacement']","[('replacement', 'Skill')]",[]
I've fallen in love!,English,positive,['love'],[],[]
Poor,English,negative,['Poor'],"[('Poor', 'Person')]","[('Poverty', 'https://en.wikipedia.org/wiki/Poverty')]"
Good,English,positive,['Good'],[],[]
worst product ever. don't buy it.,English,negative,['worst product'],[],[]
"Awesome mobile, value of money...",English,positive,"['Awesome mobile', 'value', 'money']","[('mobile', 'Product')]",[]
Nice phn,English,positive,['Nice phn'],"[('Nice', 'Location'), ('phn', 'Location')]","[('National Institute for Health and Care Excellence', 'https://en.wikipedia.org/wiki/National_Institute_for_Health_and_Care_Excellence')]"
notch. display better,English,positive,['notch'],[],[]
Nice products ?? . . .,English,positive,['Nice products'],"[('products', 'Product')]","[('National Institute for Health and Care Excellence', 'https://en.wikipedia.org/wiki/National_Institute_for_Health_and_Care_Excellence')]"
waste of money,English,negative,"['waste', 'money']",[],[]
Nice and super mobile,English,positive,"['super mobile', 'Nice']",[],"[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
awosome phone,English,neutral,['awosome phone'],"[('awosome phone', 'Product')]",[]
Phone system is nice,English,positive,['Phone system'],"[('Phone system', 'Product')]","[('Business telephone system', 'https://en.wikipedia.org/wiki/Business_telephone_system')]"
Mobile is very nice.,English,positive,['Mobile'],"[('Mobile', 'Skill')]","[('Mobile phone', 'https://en.wikipedia.org/wiki/Mobile_phone')]"
Good Product,English,positive,['Good Product'],[],"[('Goods', 'https://en.wikipedia.org/wiki/Goods')]"
Great phone@,English,positive,['Great phone'],"[('phone', 'Product')]","[('GReAT', 'https://en.wikipedia.org/wiki/GReAT')]"
Nice mobaile,English,positive,['Nice mobaile'],"[('mobaile', 'Product')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Mind blowing,English,positive,['blowing'],[],[]
Nice product,English,positive,['Nice product'],"[('product', 'Product')]",[]
Like,English,positive,[],[],[]
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Good product Amazon,English,positive,['Good product Amazon'],"[('Amazon', 'Organization')]","[('Amazon (company)', 'https://en.wikipedia.org/wiki/Amazon_(company)')]"
It's awesome phone.,English,positive,['awesome phone'],"[('phone', 'Product')]",[]
I have fall in love,English,positive,['love'],"[('fall', 'DateTime')]",[]
I loved the display,English,positive,['display'],[],[]
All is well,English,positive,[],[],[]
Nice phone.,English,positive,['Nice phone'],"[('phone', 'Product')]",[]
Superb????????????,English,positive,['Superb'],[],[]
Video screen short,English,neutral,['Video screen short'],"[('Video screen', 'Product')]","[('Computer monitor', 'https://en.wikipedia.org/wiki/Computer_monitor')]"
??,(Unknown),neutral,[],[],[]
Very good product,English,positive,['Very good product'],[],[]
Simply Mi ia best,English,positive,[],[],"[('Mi (cuneiform)', 'https://en.wikipedia.org/wiki/Mi_(cuneiform)')]"
Very nice,English,positive,[],[],[]
Excellent,English,positive,[],[],[]
No thanks,English,negative,[],[],[]
Battery and camera,English,neutral,"['Battery', 'camera']","[('Battery', 'Product'), ('camera', 'Product')]","[('Artillery battery', 'https://en.wikipedia.org/wiki/Artillery_battery')]"
Value for money,English,positive,"['Value', 'money']",[],"[('Value for Money', 'https://en.wikipedia.org/wiki/Value_for_Money')]"
daaaaaaaam good,English,positive,[],[],[]
Value for money,English,positive,"['Value', 'money']",[],"[('Value for Money', 'https://en.wikipedia.org/wiki/Value_for_Money')]"
Selfi flesh not,English,neutral,['Selfi flesh'],"[('Selfi flesh', 'Product')]",[]
Perfect,English,positive,[],[],[]
Superb product,English,positive,['Superb product'],"[('product', 'Product')]",[]
Best for price,English,positive,['price'],[],[]
Really like it,English,positive,[],[],[]
Not ok,English,negative,[],[],"[('Not OK', 'https://en.wikipedia.org/wiki/Not_OK')]"
User friendly,English,positive,[],[],"[('User Friendly', 'https://en.wikipedia.org/wiki/User_Friendly')]"
Slow charging,English,negative,['Slow charging'],"[('charging', 'Skill')]",[]
Good product,English,positive,['Good product'],"[('product', 'Product')]",[]
Overall good,English,positive,[],[],[]
Good,English,positive,['Good'],[],[]
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Good,English,positive,['Good'],[],[]
Good,English,positive,['Good'],[],[]
Best,English,positive,[],"[('Best', 'Location')]","[('Best, Netherlands', 'https://en.wikipedia.org/wiki/Best,_Netherlands')]"
super,English,positive,[],"[('super', 'Product')]",[]
all is fine,English,positive,[],[],[]
Nice mobile,English,positive,['Nice mobile'],[],"[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Nice mobile,English,positive,['Nice mobile'],[],"[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Yes,English,neutral,[],[],[]
Best phone,English,positive,['Best phone'],"[('phone', 'Product')]",[]
Too good,English,positive,[],[],[]
Good one,English,positive,['Good one'],"[('one', 'Quantity')]","[('Good One', 'https://en.wikipedia.org/wiki/Good_One')]"
Case back,English,neutral,['Case'],[],"[('Case (singer)', 'https://en.wikipedia.org/wiki/Case_(singer)')]"
Mi Best,English,positive,['Mi Best'],[],"[('Mi (cuneiform)', 'https://en.wikipedia.org/wiki/Mi_(cuneiform)')]"
Its osm,English,neutral,['osm'],"[('osm', 'Skill')]",[]
Super,English,positive,['Super'],"[('Super', 'Product')]","[('Super (2010 American film)', 'https://en.wikipedia.org/wiki/Super_(2010_American_film)')]"
Good,English,positive,['Good'],[],[]
Good,English,positive,['Good'],[],[]
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Good,English,positive,['Good'],[],[]
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
good,English,positive,[],[],[]
Good,English,positive,['Good'],[],[]
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Jiiy,Uzbek,neutral,['Jiiy'],"[('Jiiy', 'Person')]",[]
Good,English,positive,['Good'],[],[]
Good,English,positive,['Good'],[],[]
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
like,English,positive,[],[],[]
Nice,English,positive,['Nice'],"[('Nice', 'Location')]","[('Nice', 'https://en.wikipedia.org/wiki/Nice')]"
Ok,English,neutral,[],[],"[('OK', 'https://en.wikipedia.org/wiki/OK')]"
No,English,neutral,[],[],[]
Ok,English,neutral,[],[],"[('OK', 'https://en.wikipedia.org/wiki/OK')]"
Good,English,positive,['Good'],[],[]
It has a worst front camera I have ever seen on a Mi device.Its just disgusting to see such a poor front camera on a Rs.11000 device.Very much disappointed.,English,negative,"['worst front camera', 'poor front camera', 'Mi device', 'Rs.11000 device']","[('front camera', 'Product'), ('Mi device', 'Product'), ('front camera', 'Product'), ('Rs.11000', 'Quantity')]","[('Mii', 'https://en.wikipedia.org/wiki/Mii'), ('Indian rupee', 'https://en.wikipedia.org/wiki/Indian_rupee')]"
"Guys, just don't buy Redmi 6 pro for now atleast. Got it delivered yesterday, I have both Gold and Black Variant. Black looks nice. But wait, It's just an unpolished product. The Pinch to fill the video doesn't work in Mi Video app. The left edge remains like this ""|"" and right "")"" even this happens in Youtube. Both apps leave way too much on both sides if I let it to original. Making it a 5 inch screen display. There is No Indian City name in Time Zone, it's shown as GMT+5:30. It automatically detects the time zone as China. Why?? Has to change time, manually!!!! Then, How the heck they say that this is Made in India. While setting up the phone, the Limitless theme has Icons written in chinese. The camera app is inconsistent. The so called AI doesn't seem to be going well with SD625. My friend has RN5 pro. I think they both have same app. But his camera shows icon within screen top as if its going to shoot it with Flash or HDR. But, no this is just a crap..

So, a 5.84 screen display is just a waste if I cann't watch video to its limit. What's the purpose served by notch then and what am I supposed to do with that 5.84 inch screen???? No more notification icons in the notification bar, No more connection speed and battery percentage too, until you drop that notification panel. Stupid MI !!!!",English,mixed,"['Indian City name', '5 inch screen display', 'Mi Video app', '5.84 screen display', '5.84 inch screen', 'Stupid MI', 'same app', 'screen top', 'Redmi 6 pro', 'unpolished product', 'The Pinch', 'left edge', 'Limitless theme', 'RN5 pro', 'notification bar', 'connection speed', 'battery percentage', 'notification panel', 'camera app', 'Time Zone', 'Black Variant', 'notification icons', 'Guys', 'Gold', 'Youtube', 'apps', 'sides', 'GMT', 'China', 'heck', 'phone', 'chinese', 'AI', 'SD62', 'friend', 'Flash', 'HDR', 'crap', 'waste', 'purpose', 'notch']","[('Redmi 6 pro', 'Product'), ('now', 'DateTime'), ('yesterday', 'DateTime'), ('Black', 'Person'), ('product', 'Product'), ('Pinch', 'Product'), ('Mi Video', 'Product'), ('Youtube', 'Organization'), ('apps', 'Skill'), ('5 inch screen display', 'Product'), ('5', 'Quantity'), ('30', 'Quantity'), ('China', 'Location'), ('India', 'Location'), ('phone', 'Product'), ('chinese', 'Skill'), ('camera', 'Product'), ('app', 'Skill'), ('AI', 'Skill'), ('SD625', 'Product'), ('friend', 'PersonType'), ('RN5', 'Product'), ('app', 'Product'), ('camera', 'Product'), ('5.84', 'Quantity'), ('screen display', 'Product'), ('5.84 inch', 'Quantity'), ('screen', 'Product'), ('speed', 'Skill'), ('battery', 'Product'), ('MI', 'Location')]","[('Redmi', 'https://en.wikipedia.org/wiki/Redmi'), ('Gold and Black', 'https://en.wikipedia.org/wiki/Gold_and_Black'), ('Variant Chinese character', 'https://en.wikipedia.org/wiki/Variant_Chinese_character'), ('Race and ethnicity in the United States Census', 'https://en.wikipedia.org/wiki/Race_and_ethnicity_in_the_United_States_Census'), ('The Pinch', 'https://en.wikipedia.org/wiki/The_Pinch'), ('Music video', 'https://en.wikipedia.org/wiki/Music_video'), ('YouTube', 'https://en.wikipedia.org/wiki/YouTube'), ('Indian City', 'https://en.wikipedia.org/wiki/Indian_City'), ('Time zone', 'https://en.wikipedia.org/wiki/Time_zone'), ('UTC+05:30', 'https://en.wikipedia.org/wiki/UTC+05:30'), ('China', 'https://en.wikipedia.org/wiki/China'), ('India', 'https://en.wikipedia.org/wiki/India'), ('Icon (computing)', 'https://en.wikipedia.org/wiki/Icon_(computing)'), ('Ai (singer)', 'https://en.wikipedia.org/wiki/Ai_(singer)'), ('Flash (photography)', 'https://en.wikipedia.org/wiki/Flash_(photography)'), ('High-dynamic-range imaging', 'https://en.wikipedia.org/wiki/High-dynamic-range_imaging'), ('Listen (A Flock of Seagulls album)', 'https://en.wikipedia.org/wiki/Listen_(A_Flock_of_Seagulls_album)'), ('Stupidity', 'https://en.wikipedia.org/wiki/Stupidity')]"
"Please don't buy!!

Horrible phone from Xiaomi!!

The phone is just for people who like showing off the new iPhone notch design. The phone uses an outdated processor and lags terrible in term of performance. When we use more than 4apps at a time, the phone will get hanged and you will be forced to restart the phone. Watching videos for more than 20mins the phone gets extrmely heated and you will have to put it to stanby fir a while before resarting the use of the phone. Very bad multi-tasking. The build quality is okay, but not as good as other budget phone. A flat drop on the front screen side if hit hardly will crack the screen. The front camera is extremely poor and has been downgraded and doesn't produce even a decent quality picture. Selfie lovers, please don't even buy this phone you will get a heart ache after looking at your pix. The rear camera picture quality is average and is very unlike of xiaomi.

On the other side, the basic things like the output from the speaker phone and and the earphone are extremely poor and distorted...

The only con is a decent screen, however that is contributed by low quality video while played in amazon or netflix..

Had complained to Amazon on the above low quality issues, unfortunately Amazon is not willing to listen, they are saying technically the phone is working and hence it can't taken back.. Unfortunately, in this case Amazon has put its sellers over it buyers who are their bread and butter. Hope Amazon listens to my complaint here and takes measures to improve their service... Just to put things into perspective, an average 6-7k phone is sold at an extremely abnoxiously at a high price of 11k. You can find many better phone at this high price. Please stop buying this phone. Thanks for reading. Extremely sadened on buying this phone...",English,mixed,"['new iPhone notch design', 'rear camera picture quality', 'decent quality picture', 'low quality video', 'low quality issues', 'average 6-7k phone', 'front screen side', 'other budget phone', 'front camera', 'build quality', 'other side', 'decent screen', 'outdated processor', 'bad multi-tasking', 'flat drop', 'Selfie lovers', 'heart ache', 'high price', 'basic things', 'Horrible phone', 'Xiaomi', 'people', 'term', 'performance', '4apps', 'time', 'videos', '20mins', 'fir', 'use', 'pix', 'output', 'speaker', 'earphone', 'con', 'amazon', 'netflix', 'case', 'sellers', 'buyers', 'bread', 'butter', 'Hope', 'complaint', 'measures', 'service', 'perspective', '11k', 'reading']","[('phone', 'Product'), ('Xiaomi', 'Organization'), ('phone', 'Product'), ('iPhone', 'Product'), ('phone', 'Product'), ('processor', 'Product'), ('phone', 'Product'), ('phone', 'Product'), ('20mins', 'DateTime'), ('phone', 'Product'), ('phone', 'Product'), ('multi-tasking', 'Skill'), ('phone', 'Product'), ('front screen', 'Product'), ('screen', 'Product'), ('front camera', 'Product'), ('lovers', 'PersonType'), ('phone', 'Product'), ('rear camera', 'Product'), ('xiaomi', 'Organization'), ('speaker phone', 'Product'), ('earphone', 'Product'), ('amazon', 'Organization'), ('netflix', 'Organization'), ('Amazon', 'Organization'), ('Amazon', 'Organization'), ('phone', 'Product'), ('Amazon', 'Organization'), ('sellers', 'PersonType'), ('buyers', 'PersonType'), ('Amazon', 'Organization'), ('6-7k', 'Quantity'), ('phone', 'Product'), ('11k', 'Quantity'), ('phone', 'Product'), ('phone', 'Product'), ('phone', 'Product')]","[('Xiaomi', 'https://en.wikipedia.org/wiki/Xiaomi'), ('IPhone', 'https://en.wikipedia.org/wiki/IPhone'), ('Selfie', 'https://en.wikipedia.org/wiki/Selfie'), ('Bread', 'https://en.wikipedia.org/wiki/Bread'), ('Butter', 'https://en.wikipedia.org/wiki/Butter')]"
